id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2044626,1,2016-01-01 01:22:15,2016-01-01 01:26:17,1,-73.97401428222656,40.67939758300781,-73.98404693603516,40.68820571899415,N,242
id1723431,2,2016-01-01 01:22:25,2016-01-01 01:50:36,2,-73.99542999267578,40.764961242675774,-73.95149993896483,40.75946044921875,N,1691
id3680174,2,2016-01-01 01:22:31,2016-01-01 01:30:11,1,-74.00341033935547,40.74374008178711,-74.0011215209961,40.73746109008789,N,460
id3637716,2,2016-01-01 01:22:32,2016-01-01 01:29:45,4,-73.96923828125,40.74935150146485,-73.94725799560547,40.77259826660156,N,433
id3298821,2,2016-01-01 01:22:33,2016-01-01 02:29:26,2,-73.98741149902342,40.720211029052734,-73.81261444091797,40.98100662231445,N,4013
id2090088,2,2016-01-01 01:22:34,2016-01-01 01:42:50,6,-73.91230010986328,40.74421691894531,-73.81181335449219,40.70428085327149,N,1216
id0858872,1,2016-01-01 01:22:34,2016-01-01 01:30:30,2,-74.00507354736328,40.72175216674805,-74.04058074951173,40.7298698425293,N,476
id0340921,1,2016-01-01 01:22:52,2016-01-01 01:34:05,2,-73.97664642333984,40.77545547485352,-73.99617004394531,40.754219055175774,N,673
id0844300,1,2016-01-01 01:22:52,2016-01-01 01:38:17,1,-73.9794921875,40.68325424194336,-73.95050811767578,40.706897735595696,N,925
id2590148,1,2016-01-01 01:23:01,2016-01-01 01:41:30,2,-73.97644805908203,40.75172805786133,-73.99089813232422,40.75592803955078,N,1109
id0057778,2,2016-01-01 01:23:15,2016-01-01 01:49:42,2,-73.92362213134766,40.757999420166016,-73.96315002441406,40.6543197631836,N,1587
id3495916,2,2016-01-01 01:23:17,2016-01-01 01:24:51,1,-73.95109558105469,40.77678680419922,-73.95236206054686,40.7811279296875,N,94
id0993012,1,2016-01-01 01:23:19,2016-01-01 01:28:37,1,-73.98193359375,40.77640151977539,-73.9807357788086,40.78762435913085,N,318
id0333193,1,2016-01-01 01:23:31,2016-01-01 01:33:31,1,-73.98603820800781,40.71079635620117,-74.01235961914062,40.70416641235352,N,600
id3161607,2,2016-01-01 01:23:45,2016-01-01 01:47:33,2,-73.98992156982422,40.74856185913085,-73.97850799560547,40.72021865844727,N,1428
id1416904,2,2016-01-01 01:23:54,2016-01-01 01:31:02,2,-73.98088836669923,40.74773025512695,-73.99102020263672,40.73344421386719,N,428
id2956877,1,2016-01-01 01:23:55,2016-01-01 01:34:46,1,-73.95263671875,40.77662658691406,-73.98673248291014,40.76643753051758,N,651
id2636457,1,2016-01-01 01:23:58,2016-01-01 01:26:39,1,-73.98028564453125,40.7838134765625,-73.98540496826173,40.778484344482415,N,161
id3130058,1,2016-01-01 01:24:06,2016-01-01 01:34:23,1,-73.9722900390625,40.74986267089844,-73.98700714111328,40.72939682006836,N,617
id3068523,1,2016-01-01 01:24:13,2016-01-01 01:40:44,1,-73.9901123046875,40.76716232299805,-73.94727325439453,40.77429580688477,N,991
id0058411,1,2016-01-01 01:24:17,2016-01-01 01:56:38,2,-73.99354553222656,40.724605560302734,-73.96886444091797,40.78752136230469,N,1941
id2790507,1,2016-01-01 01:24:20,2016-01-01 01:27:29,1,-73.99579620361328,40.75902938842773,-73.98912048339844,40.76826858520508,N,189
id2468104,1,2016-01-01 01:24:23,2016-01-01 01:33:13,4,-73.9918670654297,40.74673080444336,-73.9976577758789,40.75666427612305,N,530
id1121254,2,2016-01-01 01:24:36,2016-01-01 01:40:56,1,-73.94886016845702,40.69389343261719,-73.94335174560547,40.67486190795898,N,980
id2566498,2,2016-01-01 01:24:41,2016-01-01 01:42:55,1,-73.96144104003906,40.71429061889648,-73.97457885742188,40.67115020751953,N,1094
id3374414,2,2016-01-01 01:25:02,2016-01-01 01:54:49,3,-73.99313354492188,40.76779174804688,-74.00566101074219,40.7110481262207,N,1787
id2826519,1,2016-01-01 01:25:03,2016-01-01 01:26:58,1,-73.96209716796875,40.76365280151367,-73.96502685546875,40.759544372558594,N,115
id2182094,1,2016-01-01 01:25:15,2016-01-01 01:34:21,1,-73.9463348388672,40.777507781982415,-73.97627258300781,40.78606796264648,N,546
id3460376,1,2016-01-01 01:25:18,2016-01-01 01:49:19,1,-74.01605224609375,40.71096801757813,-73.99723052978516,40.76587677001953,N,1441
id0846572,2,2016-01-01 01:25:25,2016-01-01 01:36:14,1,-73.95695495605469,40.73494338989258,-73.94597625732422,40.71137237548828,N,649
id3021490,2,2016-01-01 01:25:36,2016-01-01 01:50:52,5,-73.97752380371094,40.75321960449219,-74.01390075683594,40.70954132080078,N,1516
id3125830,1,2016-01-01 01:25:39,2016-01-01 01:39:27,1,-73.94486236572266,40.7942771911621,-73.91670227050781,40.84171676635742,N,828
id2893703,2,2016-01-01 01:25:41,2016-01-01 01:34:30,2,-73.98788452148438,40.71861267089844,-73.96007537841797,40.70910263061523,N,529
id1226915,1,2016-01-01 01:25:50,2016-01-01 01:26:28,1,-73.98356628417969,40.73435592651367,-73.98410034179686,40.733642578125,N,38
id0653120,1,2016-01-01 01:25:55,2016-01-01 01:37:33,1,-73.94928741455078,40.78105163574219,-73.94740295410156,40.80281448364258,N,698
id2384658,2,2016-01-01 01:26:08,2016-01-01 01:46:46,1,-73.97958374023438,40.68492126464844,-73.98674774169923,40.73231506347656,N,1238
id2244344,1,2016-01-01 01:26:08,2016-01-01 01:34:59,3,-73.90095520019531,40.77706527709961,-73.90886688232422,40.77919387817383,N,531
id2240824,1,2016-01-01 01:26:17,2016-01-01 01:43:00,2,-73.99748229980467,40.73655319213867,-73.95650482177734,40.74771499633789,Y,1003
id2033126,1,2016-01-01 01:26:17,2016-01-01 01:46:36,1,-73.97209167480467,40.76545715332031,-73.91385650634766,40.773601531982415,N,1219
id3970245,2,2016-01-01 01:26:23,2016-01-01 01:40:56,1,-73.98451232910156,40.671211242675774,-73.94139862060547,40.67702865600585,N,873
id0499200,2,2016-01-01 01:26:31,2016-01-01 01:36:30,1,-73.97392272949219,40.78915023803711,-73.94037628173827,40.80733871459961,N,599
id3134582,2,2016-01-01 01:26:40,2016-01-01 01:52:16,1,-73.94952392578125,40.7810173034668,-73.99859619140625,40.73999786376953,N,1536
id2569917,2,2016-01-01 01:26:54,2016-01-01 01:39:18,5,-73.93971252441406,40.801170349121094,-73.92413330078125,40.80723190307617,N,744
id0740936,2,2016-01-01 01:27:01,2016-01-01 01:35:10,2,-73.96114349365234,40.756649017333984,-73.94667053222656,40.779949188232415,N,489
id3948459,1,2016-01-01 01:27:16,2016-01-01 02:02:55,2,-73.99462890625,40.740318298339844,-73.96674346923827,40.80402755737305,N,2139
id1508488,2,2016-01-01 01:27:19,2016-01-01 01:35:57,2,-74.00739288330078,40.71540451049805,-73.99564361572266,40.72907638549805,N,518
id1513546,1,2016-01-01 01:27:43,2016-01-01 01:33:27,1,-73.99117279052734,40.71736526489258,-73.97805786132812,40.713321685791016,N,344
id3645238,2,2016-01-01 01:27:51,2016-01-01 01:51:22,5,-73.97978973388672,40.7552604675293,-73.88484954833984,40.751800537109375,N,1411
id2856649,2,2016-01-01 01:28:08,2016-01-01 01:44:00,1,-73.98722076416014,40.72536849975585,-73.9480972290039,40.70684051513672,N,952
id1763145,1,2016-01-01 01:28:11,2016-01-01 01:32:51,2,-73.9594192504883,40.76274871826172,-73.94864654541014,40.77573013305664,N,280
id0308929,1,2016-01-01 01:28:12,2016-01-01 01:39:45,4,-73.98499298095702,40.747722625732415,-73.98681640625,40.72957992553711,N,693
id0081382,2,2016-01-01 01:28:17,2016-01-01 01:49:32,2,-73.99854278564453,40.7451286315918,-73.95059967041014,40.78300857543945,N,1275
id0066216,2,2016-01-01 01:28:17,2016-01-01 01:34:11,2,-73.98634338378906,40.71943283081055,-73.98221588134766,40.727703094482415,N,354
id2264744,2,2016-01-01 01:28:19,2016-01-01 02:00:25,3,-74.01718139648438,40.705322265625,-73.9789505004883,40.78743743896485,N,1926
id2817507,1,2016-01-01 01:28:26,2016-01-01 01:50:51,4,-73.96804809570312,40.80213165283203,-73.97648620605469,40.745201110839844,N,1345
id0119506,2,2016-01-01 01:28:26,2016-01-01 01:44:39,1,-73.98079681396483,40.74470520019531,-73.955322265625,40.77177810668945,N,973
id1773938,2,2016-01-01 01:28:33,2016-01-01 01:34:58,1,-73.9655990600586,40.77191925048828,-73.94972229003906,40.78038024902344,N,385
id3446783,2,2016-01-01 01:28:33,2016-01-01 01:42:26,6,-73.96883392333984,40.76994705200195,-73.98861694335938,40.74552536010742,N,833
id2568281,2,2016-01-01 01:28:45,2016-01-01 01:35:36,1,-73.98812103271484,40.73210144042969,-73.98873901367188,40.748531341552734,N,411
id3081265,1,2016-01-01 01:28:48,2016-01-01 02:15:17,1,-73.99136352539062,40.749187469482415,-73.9051055908203,40.85128402709961,N,2789
id3672373,2,2016-01-01 01:28:50,2016-01-01 01:37:19,2,-73.98368072509766,40.74393844604492,-73.99880981445312,40.72570037841797,N,509
id0490249,1,2016-01-01 01:28:51,2016-01-01 01:46:29,1,-73.99073028564453,40.75123596191406,-73.98342132568358,40.7264060974121,N,1058
id0358680,1,2016-01-01 01:28:54,2016-01-01 01:44:50,3,-73.98188781738281,40.74919128417969,-73.9799270629883,40.72249603271485,N,956
id0280004,1,2016-01-01 01:28:56,2016-01-01 01:30:08,1,-74.01012420654298,40.70478820800781,-74.01093292236328,40.704986572265625,N,72
id2781971,2,2016-01-01 01:29:08,2016-01-01 01:46:01,5,-73.97486877441406,40.68645858764648,-73.9394302368164,40.70626831054688,N,1013
id1485787,1,2016-01-01 01:29:22,2016-01-01 01:42:10,3,-73.98977661132812,40.729576110839844,-74.00332641601562,40.74267959594727,N,768
id0494229,2,2016-01-01 01:29:24,2016-01-01 01:42:15,2,-73.99700927734375,40.742332458496094,-73.9747543334961,40.75676727294922,N,771
id0410725,1,2016-01-01 01:29:28,2016-01-01 02:02:10,2,-73.98040008544923,40.78364562988281,-74.00458526611328,40.70722961425781,N,1962
id0402519,2,2016-01-01 01:29:45,2016-01-01 01:42:58,6,-73.99250030517578,40.72455596923828,-73.97023010253906,40.68967819213867,N,793
id1689412,1,2016-01-01 01:29:59,2016-01-01 01:45:51,1,-73.99274444580078,40.768310546875,-73.99481201171875,40.75013732910156,N,952
id3745290,2,2016-01-01 01:30:05,2016-01-01 01:40:10,1,-73.95452117919923,40.78112030029297,-73.97657012939453,40.75017166137695,N,605
id0847113,2,2016-01-01 01:30:11,2016-01-01 01:57:35,3,-73.96957397460938,40.75347900390625,-73.99463653564453,40.76011276245117,N,1644
id3635625,1,2016-01-01 01:30:20,2016-01-01 01:37:48,1,-73.99772644042969,40.73609161376953,-73.99211883544923,40.74927520751953,N,448
id2784943,1,2016-01-01 01:30:24,2016-01-01 01:39:09,3,-73.99816131591797,40.74531555175781,-73.98896789550781,40.737491607666016,N,525
id0120597,1,2016-01-01 01:30:26,2016-01-01 01:44:29,2,-73.96981048583984,40.7596549987793,-73.97220611572266,40.79398727416992,N,843
id1336760,2,2016-01-01 01:30:32,2016-01-01 01:38:24,1,-73.97570037841797,40.78936004638672,-73.98863983154298,40.7783203125,N,472
id0230631,2,2016-01-01 01:30:40,2016-01-01 02:05:14,1,-73.91694641113281,40.83726119995117,-73.91694641113281,40.83726119995117,N,2074
id2421783,1,2016-01-01 01:30:42,2016-01-01 01:48:12,1,-73.99404907226562,40.75124740600585,-73.96875762939453,40.79121017456055,N,1050
id0296401,2,2016-01-01 01:30:47,2016-01-01 01:38:41,1,-74.00597381591797,40.7337760925293,-73.99795532226562,40.74517822265625,N,474
id0818997,1,2016-01-01 01:30:58,2016-01-01 01:51:26,1,-73.96077728271484,40.77587890625,-73.99425506591797,40.74634552001953,N,1228
id0664101,2,2016-01-01 01:31:07,2016-01-01 01:34:33,5,-73.94422912597656,40.80226516723633,-73.95172882080078,40.80379867553711,N,206
id1992364,2,2016-01-01 01:31:17,2016-01-01 02:06:40,1,-73.98121643066406,40.72505187988281,-73.9041290283203,40.68128967285156,N,2123
id3931003,2,2016-01-01 01:31:19,2016-01-01 01:46:47,2,-73.92291259765625,40.77128982543945,-73.8661117553711,40.74317169189453,N,928
id1001599,2,2016-01-01 01:31:20,2016-01-01 01:51:48,1,-73.96773529052734,40.7558479309082,-73.80660247802734,40.78940963745117,N,1228
id1419715,1,2016-01-01 01:31:24,2016-01-01 01:48:00,3,-73.98438262939453,40.72896957397461,-73.9510726928711,40.77445983886719,N,996
id0586674,1,2016-01-01 01:31:27,2016-01-01 01:48:02,4,-73.98109436035155,40.75339126586913,-73.9939727783203,40.72698211669922,N,995
id1487025,2,2016-01-01 01:31:37,2016-01-01 01:50:04,3,-74.01564788818358,40.64638137817383,-73.99192047119139,40.7258186340332,N,1107
id0274744,1,2016-01-01 01:31:37,2016-01-01 01:44:03,3,-74.00679779052734,40.739418029785156,-73.98307037353516,40.730552673339844,N,746
id1345027,2,2016-01-01 01:31:46,2016-01-01 01:45:08,1,-73.95576477050781,40.77616500854492,-73.97896575927734,40.74040985107422,N,802
id2065675,1,2016-01-01 01:31:55,2016-01-01 01:34:03,1,-73.96146392822266,40.76826858520508,-73.95415496826173,40.76710891723633,N,128
id3049883,1,2016-01-01 01:31:55,2016-01-01 01:45:26,3,-73.98402404785155,40.74647521972656,-73.9486083984375,40.77786254882813,N,811
id1404038,2,2016-01-01 01:32:16,2016-01-01 01:49:19,5,-73.94564056396483,40.74620819091797,-73.9201431274414,40.765621185302734,N,1023
id0187844,1,2016-01-01 01:32:23,2016-01-01 01:36:58,2,-73.97183990478516,40.78694534301758,-73.9800796508789,40.78564453125,N,275
id2120164,2,2016-01-01 01:32:45,2016-01-01 01:41:15,5,-73.99894714355469,40.76094055175781,-73.98301696777342,40.74945831298828,N,510
id3366110,1,2016-01-01 01:33:00,2016-01-01 02:07:05,1,-73.982177734375,40.7780647277832,-73.99983978271484,40.719104766845696,N,2045
id3235465,1,2016-01-01 01:33:02,2016-01-01 01:47:58,1,-74.0102310180664,40.70918273925781,-73.9935302734375,40.72735595703125,N,896
id1942596,2,2016-01-01 01:33:12,2016-01-01 01:44:59,1,-73.98626708984375,40.71809005737305,-73.9864730834961,40.73305130004883,N,707
id3333060,1,2016-01-01 01:33:14,2016-01-01 01:39:36,1,-73.97874450683594,40.77744674682617,-73.96604919433594,40.79490661621094,N,382
id2908968,2,2016-01-01 01:33:32,2016-01-01 02:06:52,1,-74.0066909790039,40.74414825439453,-73.929443359375,40.706016540527344,N,2000
id0658287,2,2016-01-01 01:33:39,2016-01-01 01:38:49,2,-73.9669189453125,40.765079498291016,-73.95771026611328,40.7794189453125,N,310
id2037140,2,2016-01-01 01:33:40,2016-01-01 01:47:21,1,-73.94893646240234,40.77738571166992,-73.97344207763672,40.79232025146485,N,821
id3901163,1,2016-01-01 01:33:58,2016-01-01 01:43:28,1,-73.98107147216798,40.72114181518555,-73.99962615966798,40.728660583496094,N,570
id1754910,1,2016-01-01 01:34:05,2016-01-01 01:50:06,1,-73.94820404052734,40.77487182617188,-73.96276092529298,40.81153106689453,N,961
id1123633,2,2016-01-01 01:34:19,2016-01-01 01:40:09,1,-74.00366973876955,40.7588996887207,-73.99150085449219,40.75004959106445,N,350
id0180836,2,2016-01-01 01:34:24,2016-01-01 01:49:18,1,-73.98348999023438,40.7439079284668,-73.9842758178711,40.74441528320313,N,894
id2666117,2,2016-01-01 01:34:25,2016-01-01 01:37:44,2,-73.96739959716798,40.7563362121582,-73.97531127929686,40.75206756591797,N,199
id3013320,2,2016-01-01 01:34:33,2016-01-01 01:45:20,1,-73.99488830566406,40.750221252441406,-74.00137329101562,40.73588943481445,N,647
id1515396,2,2016-01-01 01:34:38,2016-01-01 01:48:14,1,-73.99105834960938,40.745361328125,-73.95892333984375,40.76327896118164,N,816
id1092303,2,2016-01-01 01:34:43,2016-01-01 01:45:47,1,-73.9851837158203,40.763919830322266,-73.97418975830078,40.753730773925774,N,664
id0728187,1,2016-01-01 01:34:51,2016-01-01 01:43:13,3,-73.99475860595702,40.72062683105469,-73.95207977294923,40.71309661865234,N,502
id3482289,1,2016-01-01 01:34:55,2016-01-01 01:48:11,3,-73.9745864868164,40.75598526000977,-73.995849609375,40.74428176879883,N,796
id1147723,1,2016-01-01 01:34:58,2016-01-01 01:56:21,1,-73.98594665527344,40.71790313720703,-73.9346160888672,40.7047233581543,N,1283
id2910453,2,2016-01-01 01:35:00,2016-01-01 02:04:58,1,-73.9940185546875,40.71791076660156,-73.96124267578125,40.797698974609375,N,1798
id3860627,1,2016-01-01 01:35:24,2016-01-01 02:29:06,2,-73.9818115234375,40.74644470214844,-73.94877624511719,40.773841857910156,N,3222
id2560230,2,2016-01-01 01:35:28,2016-01-01 01:55:45,1,-73.98956298828125,40.74398040771485,-73.97866821289062,40.76575088500977,N,1217
id0182016,1,2016-01-01 01:35:42,2016-01-01 01:45:41,1,-73.97817993164062,40.78605651855469,-73.95980834960938,40.81534957885742,N,599
id3113605,1,2016-01-01 01:35:45,2016-01-01 01:40:35,2,-73.93826293945312,40.68767547607422,-73.93989562988281,40.6963996887207,N,290
id1348388,1,2016-01-01 01:35:45,2016-01-01 01:49:37,1,-73.98428344726562,40.7288475036621,-73.95487213134766,40.76925659179688,N,832
id2336179,2,2016-01-01 01:35:45,2016-01-01 01:49:23,1,-73.98123931884766,40.75014114379883,-74.003173828125,40.73308563232422,N,818
id2222131,2,2016-01-01 01:35:53,2016-01-01 01:43:02,1,-73.9716567993164,40.795021057128906,-73.98568725585938,40.767181396484375,N,429
id2076144,1,2016-01-01 01:35:55,2016-01-01 02:07:57,1,-74.00717163085938,40.72861862182617,-73.97547149658203,40.76076889038085,N,1922
id0513670,2,2016-01-01 01:35:56,2016-01-01 01:37:59,4,-73.93517303466798,40.69824981689453,-73.93541717529298,40.69792938232422,N,123
id2537660,2,2016-01-01 01:35:58,2016-01-01 02:03:12,1,-73.91912841796875,40.6614990234375,-74.00404357910156,40.63417053222656,N,1634
id2173067,2,2016-01-01 01:36:01,2016-01-01 01:51:22,2,-73.98162078857422,40.74613952636719,-73.94963836669923,40.78197860717773,N,921
id0844498,2,2016-01-01 01:36:13,2016-01-01 01:51:58,1,-73.98982238769531,40.73530197143555,-73.98982238769531,40.73530197143555,N,945
id2241926,1,2016-01-01 01:36:16,2016-01-01 01:54:12,1,-73.98017883300781,40.7140998840332,-73.95841979980467,40.76894760131836,N,1076
id0249412,1,2016-01-01 01:36:19,2016-01-01 01:54:08,3,-74.00372314453125,40.73880004882813,-73.98731994628906,40.760833740234375,N,1069
id0240901,2,2016-01-01 01:36:29,2016-01-01 02:02:39,1,-73.98614501953125,40.6875114440918,-73.98821258544923,40.73284530639648,N,1570
id1874166,2,2016-01-01 01:36:29,2016-01-01 01:57:39,1,-73.97821044921875,40.759708404541016,-74.00527954101562,40.740989685058594,N,1270
id2965783,2,2016-01-01 01:36:35,2016-01-01 01:50:07,2,-73.98882293701173,40.74446105957031,-73.98838806152342,40.76502990722656,N,812
id0406565,2,2016-01-01 01:36:38,2016-01-01 01:50:54,1,-73.95063781738281,40.77939224243164,-73.98825073242188,40.77006149291992,N,856
id1135627,2,2016-01-01 01:36:38,2016-01-01 01:42:45,2,-73.9730453491211,40.75035095214844,-73.9807357788086,40.757755279541016,N,367
id3515225,2,2016-01-01 01:36:53,2016-01-01 01:42:21,1,-73.95558929443358,40.77933883666992,-73.95964813232422,40.76284790039063,N,328
id3453290,1,2016-01-01 01:36:55,2016-01-01 01:38:56,1,-73.96419525146483,40.756492614746094,-73.95813751220702,40.76076126098633,N,121
id0123817,1,2016-01-01 01:36:59,2016-01-01 01:47:44,4,-74.01048278808594,40.70919799804688,-74.00642395019531,40.73952102661133,N,645
id0871007,1,2016-01-01 01:37:01,2016-01-01 01:43:53,1,-73.9863739013672,40.75184631347656,-73.97267150878906,40.75657272338867,N,412
id1255987,1,2016-01-01 01:37:22,2016-01-01 02:01:26,1,-74.00667572021484,40.7311897277832,-73.96070098876955,40.76985168457031,N,1444
id2874148,1,2016-01-01 01:37:24,2016-01-01 01:59:04,1,-73.957275390625,40.72016906738281,-73.99461364746094,40.72134780883789,N,1300
id1214814,1,2016-01-01 01:37:42,2016-01-01 01:42:22,2,-73.95182037353516,40.769325256347656,-73.94983673095702,40.78549575805664,N,280
id2482820,1,2016-01-01 01:37:48,2016-01-01 02:00:16,1,-73.98861694335938,40.67036819458008,-74.0341796875,40.61823654174805,Y,1348
id1481290,1,2016-01-01 01:37:53,2016-01-01 01:56:10,3,-74.008056640625,40.7120361328125,-73.99471282958984,40.75773239135742,N,1097
id2917551,1,2016-01-01 01:37:53,2016-01-01 01:56:54,2,-73.97373962402342,40.67886734008789,-74.00546264648438,40.70918273925781,N,1141
id1375231,1,2016-01-01 01:37:58,2016-01-01 01:50:15,1,-73.96730041503906,40.75623321533203,-73.98143005371094,40.773597717285156,N,737
id0994253,2,2016-01-01 01:38:00,2016-01-01 01:50:44,1,-73.98356628417969,40.74692916870117,-73.95108795166014,40.7746696472168,N,764
id0345704,2,2016-01-01 01:38:08,2016-01-01 01:56:55,5,-73.99554443359375,40.76787185668945,-73.98207092285155,40.739402770996094,N,1127
id1441149,1,2016-01-01 01:38:12,2016-01-01 01:45:10,1,-73.98716735839844,40.73326873779297,-73.97285461425781,40.755470275878906,N,418
id3234156,1,2016-01-01 01:38:22,2016-01-01 01:49:00,2,-73.94361877441406,40.68009567260742,-73.97257995605469,40.68196868896485,N,638
id3976546,2,2016-01-01 01:38:30,2016-01-01 01:39:32,1,-73.99038696289062,40.75624084472656,-73.99018096923827,40.7567138671875,N,62
id2055104,1,2016-01-01 01:38:37,2016-01-01 01:41:49,3,-73.98763275146483,40.73280334472656,-73.98053741455078,40.742454528808594,N,192
id2705009,2,2016-01-01 01:38:37,2016-01-01 01:40:50,1,-73.92564392089844,40.7029685974121,-73.93170928955078,40.70636367797852,N,133
id1494873,2,2016-01-01 01:38:47,2016-01-01 01:43:50,1,-73.85579681396483,40.702720642089844,-73.83740234375,40.696693420410156,N,303
id3613753,1,2016-01-01 01:38:47,2016-01-01 01:45:44,2,-73.98101043701173,40.73806762695313,-73.98308563232422,40.72671127319336,N,417
id0360654,2,2016-01-01 01:38:47,2016-01-01 02:07:58,1,-73.9787368774414,40.7365837097168,-73.94072723388672,40.69038391113281,N,1751
id3078574,1,2016-01-01 01:38:50,2016-01-01 01:47:54,1,-73.99535369873048,40.74949645996094,-73.97732543945312,40.75440216064453,N,544
id3359015,1,2016-01-01 01:38:55,2016-01-01 01:56:09,1,-73.85726928710938,40.876060485839844,-73.86290740966798,40.81696319580078,N,1034
id3543166,2,2016-01-01 01:39:11,2016-01-01 01:43:23,1,-73.97638702392578,40.785789489746094,-73.96202850341797,40.79642868041992,N,252
id1004656,2,2016-01-01 01:39:15,2016-01-01 01:59:54,1,-73.9756851196289,40.758201599121094,-73.87328338623048,40.77431869506836,N,1239
id2362087,1,2016-01-01 01:39:26,2016-01-01 02:02:58,1,-73.9994888305664,40.75901794433594,-74.18167877197266,40.69661712646485,N,1412
id1442286,1,2016-01-01 01:40:02,2016-01-01 02:10:03,2,-73.95564270019531,40.78189468383789,-74.01557922363281,40.70994186401367,N,1801
id1157695,2,2016-01-01 01:40:03,2016-01-01 01:52:33,1,-73.96452331542969,40.79700088500977,-73.93865203857422,40.79159164428711,N,750
id1090425,2,2016-01-01 01:40:12,2016-01-01 01:47:09,1,-73.99210357666014,40.73556137084961,-73.98136901855469,40.741249084472656,N,417
id1387673,1,2016-01-01 01:40:34,2016-01-01 01:52:27,1,-74.0032501220703,40.73283767700195,-73.98004913330078,40.759780883789055,N,713
id2110340,2,2016-01-01 01:40:41,2016-01-01 02:09:50,1,-74.0032730102539,40.731666564941406,-73.9856719970703,40.717960357666016,N,1749
id0648446,1,2016-01-01 01:40:44,2016-01-01 01:50:42,1,-73.95252227783203,40.77246475219727,-73.97853088378906,40.789310455322266,N,598
id1153119,2,2016-01-01 01:40:46,2016-01-01 01:57:06,1,-73.98493957519531,40.76778030395508,-73.99259948730467,40.74814224243164,N,980
id0024274,2,2016-01-01 01:41:04,2016-01-01 01:44:34,1,-73.94978332519531,40.72222900390625,-73.94950866699219,40.71464920043945,N,210
id1775815,2,2016-01-01 01:41:24,2016-01-01 01:46:32,1,-73.94255065917969,40.72132110595703,-73.9473648071289,40.70911407470703,N,308
id1636268,2,2016-01-01 01:41:30,2016-01-01 01:44:45,2,-73.96382904052734,40.7981071472168,-73.9725570678711,40.78741836547852,N,195
id0831700,1,2016-01-01 01:41:31,2016-01-01 01:57:42,1,-73.97887420654298,40.75324630737305,-73.91110229492188,40.76188659667969,N,971
id1760141,1,2016-01-01 01:41:50,2016-01-01 01:46:53,2,-74.0016098022461,40.73590850830078,-73.99085998535155,40.73670196533203,N,303
id1031684,2,2016-01-01 01:42:01,2016-01-01 02:15:25,1,-73.99236297607422,40.76921081542969,-73.98593139648438,40.69216918945313,N,2004
id3708947,1,2016-01-01 01:42:07,2016-01-01 02:00:16,2,-73.97845458984375,40.713462829589844,-73.97026824951173,40.75715255737305,N,1089
id2721154,1,2016-01-01 01:42:11,2016-01-01 01:44:00,1,-73.94878387451173,40.77777862548828,-73.94246673583984,40.78628158569336,N,109
id3819125,1,2016-01-01 01:42:13,2016-01-01 01:51:18,1,-73.9230728149414,40.70664596557617,-73.94309997558595,40.72285079956055,N,545
id1914407,2,2016-01-01 01:42:22,2016-01-01 02:21:04,1,-74.00667572021484,40.74418258666992,-73.9222412109375,40.8474235534668,N,2322
id1283956,2,2016-01-01 01:42:28,2016-01-01 02:04:17,5,-74.00647735595702,40.744388580322266,-73.96087646484375,40.80704116821289,N,1309
id0955959,1,2016-01-01 01:42:31,2016-01-01 01:52:30,2,-73.98321533203125,40.75622177124024,-73.98575592041014,40.75173568725585,N,599
id1536246,2,2016-01-01 01:42:34,2016-01-01 01:46:25,3,-73.94705963134766,40.79658126831055,-73.9369888305664,40.81061172485352,N,231
id2866603,1,2016-01-01 01:42:40,2016-01-01 01:54:53,1,-74.00528717041014,40.70663070678711,-73.95480346679686,40.765403747558594,N,733
id3562322,1,2016-01-01 01:42:42,2016-01-01 02:06:02,1,-73.9729232788086,40.75285720825195,-73.81006622314453,40.818336486816406,N,1400
id3221921,1,2016-01-01 01:42:50,2016-01-01 01:52:55,1,-73.9891357421875,40.72016906738281,-73.99347686767578,40.73073959350585,N,605
id2324597,2,2016-01-01 01:43:19,2016-01-01 02:03:34,5,-73.96584320068358,40.80046081542969,-73.96942138671875,40.751968383789055,N,1215
id3934658,2,2016-01-01 01:43:42,2016-01-01 01:50:34,6,-74.00418090820312,40.75190353393555,-73.99173736572266,40.75463104248047,N,412
id0238728,2,2016-01-01 01:43:43,2016-01-01 01:55:11,1,-73.98284149169923,40.73878860473633,-73.95807647705078,40.773040771484375,N,688
id2219185,1,2016-01-01 01:43:43,2016-01-01 02:06:46,1,-73.98179626464844,40.68578338623047,-73.95734405517578,40.77798461914063,N,1383
id0686593,1,2016-01-01 01:43:44,2016-01-01 02:05:55,1,-73.99702453613281,40.71481323242188,-73.94095611572266,40.68327331542969,N,1331
id3707845,2,2016-01-01 01:43:47,2016-01-01 01:50:12,1,-73.95744323730467,40.672271728515625,-73.94146728515625,40.67692947387695,N,385
id0612889,1,2016-01-01 01:43:57,2016-01-01 02:00:32,2,-74.00455474853516,40.7070541381836,-73.9437255859375,40.707279205322266,N,995
id3791087,1,2016-01-01 01:44:10,2016-01-01 01:47:08,2,-73.98493194580078,40.74213790893555,-73.97907257080078,40.74535751342773,N,178
id1020931,1,2016-01-01 01:44:20,2016-01-01 01:51:50,1,-73.98869323730467,40.72718811035156,-74.004638671875,40.73978042602539,N,450
